"","D3400/05","D4182/05","D4909/05","D5251/05","D1802/05","D2004/05","D2060/05","D2198/05","D3692/05","D4974/05","D324/06","D516/06","D2470/05","D131/06","D1945/05","D4387/05","D5131/05","D5197/05","D5238/05","D939/06","D2401/05","D2541/05","D3866/05","D2723/05","D2897/05","D3310/05","D3383/05","D4229/05","D5250/05","D14/06","D25/06","D282/06","D2267/05","D794/06","D1143/06","D1777/05","D2347/05","D3302/05","D1699/05","D2588/05","D3802/05","D4003/05","D4294/05","D4325/05","D4326/05","D34/06","D132/06","D775/06","D883/06","D1833/05","D4977/05","D252/06","D1881/05","D2271/05","D2831/05","D3714/05","D3998/05","D4083/05","D5151/05","D895/06","D1126/06","D2520/05","D3542/05","D3584/05","D4557/05","D1080/06","D2597/05","D3363/05","D3493/05","D3520/05","D4399/05","D4477/05","D308/06","D384/06","D1587/05","D2223/05","D2467/05","D977/06","D2046/05","D2203/05","D3687/05","D4115/05","D4754/05","D5303/05","D5349/05","D5382/05","D5386/05","D431/06","D1043/06","D1595/05","D1716/05","D3890/05","D3893/05","D4383/05","D5387/05","D133/06","D1102/06","D3879/05","D4737/05","D5381/05","D36/06","D918/06","D1130/06","D3616/05","D5297/05","D5323/05","D887/06","D2090/05","D4055/05","D271/06","D2013/05","D2896/05","D3252/05","D3820/05","D4677/05","D425/06","D1903/05","D4813/05","D137/06","D454/06","D1726/05","D1954/05","D2018/05","D3380/05","D3690/05","D4499/05","D436/06","D1949/05","D2156/05","D2592/05","D2835/05","D4936/05","D711/06","D743/06","D1068/06","D3060/05","D3837/05","D4392/05","D1635/05","D2128/05","D2383/05","D4654/05","D1614/05","D2551/05","D2803/05","D3860/05","D4051/05","D603/06","D1717/05","D1811/05","D2775/05","D3622/05","D4053/05","D4106/05","D5177/05","D5281/05","D217/06","D654/06","D1818/05","D2021/05","D3642/05","D4449/05","D837/06","D931/06","D2989/05","D4250/05","D689/06","D1039/06","D3142/05","D4606/05","D78/06","D435/06","D2417/05","D2594/05","D3053/05","D3526/05","D3544/05","D3736/05","D4149/05","D5155/05","D254/06","D288/06","D4084/05","D4605/05","D4948/05","D5179/05","D5227/05","D5257/05","D214/06","D375/06","D2135/05","D2653/05","D3284/05","D4673/05","D5027/05","D668/06","D994/06","D2325/05","D2828/05","D2914/05","D2934/05","D3061/05","D4546/05","D1166/06","D2969/05","D3680/05","D3688/05","D3705/05","D3872/05","D4082/05","D4432/05","D2548/05","D4390/05","D4490/05","D4826/05","D624/06","D2020/05","D5107/05","D840/06","D1704/05","D2280/05","D2348/05","D2529/05","D2655/05","D3241/05","D4132/05","D4207/05","D5391/05","D671/06","D926/06","D1091/06","D1795/05","D1929/05","D2207/05","D3613/05","D4340/05","D4409/05","D5144/05","D463/06","D605/06","D2675/05","D3347/05","D3807/05","D4735/05","D4963/05","D879/06"
"5176","12.41239","12.70497","12.79338","13.07844","12.28823","12.33208","13.18338","12.71762","13.09765","12.33174","12.25845","12.83210","12.92307","13.19799","12.94707","12.75675","12.65614","13.06706","12.90165","12.99027","12.53209","13.30351","12.60379","12.67287","12.53834","13.27538","12.94355","12.72875","13.16468","13.29870","12.93829","12.54225","12.70093","12.86525","12.52603","12.29489","12.82354","12.63204","13.39100","13.32577","13.23994","13.25789","13.17200","12.85115","13.55078","13.11706","12.90754","12.92710","12.41859","12.82803","13.18807","12.87777","12.58975","13.17349","12.77470","12.98976","12.61414","12.89454","12.59060","13.09042","13.22354","13.22645","12.70202","12.70127","12.93395","12.57083","13.19837","12.58790","12.31840","13.03438","12.93986","12.61320","13.03307","12.06611","13.31209","13.38047","12.93850","13.01567","13.14370","12.80814","13.38202","13.31252","12.95203","12.36975","13.05566","12.73103","12.46523","13.09972","12.83397","12.98392","12.77845","13.11840","13.02391","12.95334","12.52392","13.31133","12.38061","12.40684","12.89541","13.22708","12.81445","12.72926","12.51122","12.64844","12.61750","12.87765","12.45948","12.77960","12.17416","13.35379","12.70641","12.38626","12.89668","12.94193","13.43222","12.81303","12.80305","13.35366","12.79321","13.01785","13.08589","13.44026","12.85647","12.71088","12.54883","12.53202","11.97375","12.82581","12.75699","12.59197","12.46767","12.87131","12.75013","13.16424","13.02226","13.22628","12.23370","13.30841","12.65682","12.74400","12.58549","12.88241","12.86860","12.44352","11.84364","13.33841","12.70119","12.37277","12.82072","13.09268","12.82474","12.10017","12.73067","13.12211","13.01372","13.25204","12.78406","13.15148","13.01656","12.91743","12.82624","13.00498","13.11477","12.66853","12.49306","13.20649","13.19636","12.83021","13.02384","12.60478","12.45637","12.75634","12.92490","12.98715","12.81352","12.12448","12.93165","13.00866","13.10360","12.35798","12.92886","12.78407","12.14107","12.66009","12.79691","13.05978","13.13858","12.85858","13.14627","12.32364","13.09026","13.03155","13.23053","13.15246","12.57481","12.85705","12.96504","12.68467","13.36461","13.23136","13.17227","12.64594","12.27194","13.53120","13.04632","12.99240","12.66198","12.70436","12.76426","12.90845","13.27743","12.67499","12.96636","13.11903","13.08584","13.36491","12.80492","13.19690","13.28814","12.18262","13.14182","12.84190","12.15135","13.29779","12.97090","13.07233","12.54628","12.61165","12.41067","12.72755","12.94487","12.24541","12.80973","13.12409","13.13505","14.01648","13.09761","13.40184","12.30498","13.07873","13.25069","13.06871","12.83100","13.34483","12.38136","12.67222"
"5265","14.16115","14.30607","14.19709","13.93628","14.44839","14.33409","14.28776","14.24006","14.21956","14.31758","14.21377","14.29590","14.24337","14.15990","14.14368","14.46563","14.15402","14.27181","14.22009","13.99510","14.33244","14.12495","14.21404","14.56728","14.36417","14.12900","14.20272","14.65015","14.30735","14.19919","14.24324","14.40475","14.58508","14.02781","14.17776","14.18111","14.33376","14.31873","14.35749","14.29976","14.35207","14.44812","14.25150","14.37041","14.38322","14.35500","14.43620","14.02957","14.39719","14.22506","14.13871","14.39940","14.56208","14.36776","14.68504","14.40011","14.47549","14.36862","14.21175","14.26852","14.13978","14.36918","14.34819","14.36944","14.33135","14.85189","14.14976","14.30468","14.45557","14.15961","14.17882","14.31860","14.08721","14.26518","14.06930","13.97400","14.16294","14.21562","14.28844","14.22231","14.22703","14.29611","14.41159","14.68528","14.32489","14.46903","14.48178","14.68569","14.18771","14.49029","14.40799","14.23564","14.25664","14.23905","14.31821","14.12296","14.09578","14.34402","14.31559","14.27829","14.23000","14.11987","14.01638","14.24371","14.69931","14.28795","14.30001","14.38408","14.26564","14.48964","14.20419","14.36236","14.58456","14.09171","14.15015","14.42212","14.43466","14.35302","14.41836","14.11742","14.54945","14.26271","14.23403","14.30387","14.29052","14.40392","14.28551","14.19436","14.49861","14.32317","14.17538","14.24632","14.26401","14.20500","14.23654","14.38559","14.42921","14.36024","14.25615","14.48414","14.07724","14.15914","14.38379","14.09856","14.26658","14.21797","14.33751","14.17593","14.37129","14.14171","14.30930","14.05478","14.37683","14.28272","14.25509","14.18676","14.35567","14.41463","14.17192","14.42998","14.21746","14.40645","14.21637","14.13727","14.46233","14.42302","14.18833","14.10750","14.43611","14.21812","14.30783","14.39110","14.12830","14.37708","14.30290","14.07949","14.11128","14.51646","14.42142","15.13155","13.96879","14.14352","14.25184","14.37317","14.29005","14.25622","13.95025","14.20965","14.12469","14.78203","14.13668","14.39636","14.43873","14.35089","14.30944","14.33429","14.30596","14.02798","14.17632","14.36734","14.14512","14.19128","14.32514","14.16526","14.24963","14.27842","13.93501","14.24178","14.24144","14.48098","14.36378","14.10756","14.28997","14.12360","14.42211","14.25150","13.87010","14.24435","14.30353","14.35708","14.39071","14.19198","14.34842","14.30468","14.20633","14.55402","14.39134","14.29984","14.43211","14.22238","14.43354","14.33354","14.25640","14.04076","14.38109","14.10380","14.15893","14.14306","14.32876","14.33107","14.23882","14.04639","14.44393","14.23251","14.35472","14.64965"
"5340","14.43616","14.41742","14.31517","14.39949","14.47261","14.31354","14.62795","14.08045","14.56783","14.42269","14.36399","14.35179","14.45690","14.43008","14.35966","14.43469","14.50002","14.38664","14.69745","14.64077","14.47610","14.47237","14.50752","14.24194","14.56109","14.58967","14.56501","14.61486","14.66176","14.31771","14.49760","14.31440","14.32258","14.58783","14.47598","14.59931","14.54443","14.35591","14.94595","14.83359","14.45775","14.44602","14.50482","14.33642","14.58182","14.53638","14.50889","14.57753","14.33547","14.66794","14.58459","14.40081","14.29545","14.53441","14.17769","13.83462","14.48011","14.56833","14.67683","14.30094","14.42725","14.58020","14.33464","14.22814","14.31587","14.19777","14.58912","14.64614","14.52884","14.48309","14.49906","14.63706","14.54759","14.55666","14.61341","14.67752","14.51809","14.49972","14.63347","14.46185","14.42663","14.71342","14.58730","14.26964","14.68064","14.33383","14.38118","14.39275","14.63365","14.41347","14.40558","14.69299","14.41801","14.63535","14.24191","14.59377","14.39700","14.74231","14.38094","14.37639","14.50038","14.39882","14.66926","14.56215","14.55136","14.55731","14.55138","14.61424","14.65536","14.59255","14.77184","14.21923","14.69045","14.49598","14.58447","14.34163","14.36058","14.37720","14.34792","14.57917","14.60946","14.60660","14.65371","14.34172","14.39665","14.45270","14.52244","14.07229","14.45223","14.32663","14.38248","14.36410","14.40649","14.30077","14.67328","14.32691","14.34468","14.01847","14.30326","14.48788","14.43644","14.40563","14.33424","14.52992","14.29483","14.77000","14.48012","14.45010","14.60225","14.26511","14.42650","14.50364","14.47252","14.26144","14.48745","14.38407","14.34916","14.46555","14.45546","14.50820","14.76640","14.48436","14.34368","14.54127","14.32208","14.47833","14.45330","14.60080","14.19095","14.32674","14.45991","14.41715","14.54299","14.49065","14.36506","14.32115","14.46777","14.67238","14.30175","14.26808","14.47898","14.43635","14.46566","14.51596","14.44798","14.59359","14.88023","14.69234","14.58687","14.21197","14.63705","14.53138","14.40332","14.34187","14.19516","14.49753","14.39110","14.71181","14.61616","14.33580","14.46016","14.58851","14.41377","14.60873","14.48348","14.15272","14.60097","14.46118","14.57508","14.49673","14.61200","14.78254","14.29631","14.60168","14.39238","14.25041","14.58086","14.54252","14.85440","14.30485","14.61034","14.18129","14.48616","14.57675","14.10203","14.32946","14.52756","14.10373","14.61890","14.39109","14.46298","14.21442","14.25008","14.58759","14.15653","14.57661","14.45882","14.52460","14.37520","14.48184","14.58084","14.64004","14.38244","14.55583","14.39634","14.26525"
"5345","15.02692","15.17510","14.73745","14.97882","14.74860","14.84880","14.91254","14.42276","14.68777","14.74602","14.97032","14.93550","14.86736","15.00829","14.87862","14.73626","15.01538","14.90958","14.92488","14.96944","14.79517","14.95432","14.80027","14.84429","14.69707","14.75642","14.69417","14.71458","14.96867","14.81128","15.07893","14.71732","14.95654","14.78955","14.78784","14.91996","14.67222","14.83943","14.94924","14.85629","15.01087","14.95850","14.98558","14.79775","15.00066","14.97535","14.79487","14.68692","14.65789","14.91454","14.95279","14.83266","15.00205","14.98585","14.82683","14.61038","14.79093","14.53706","14.83713","14.69956","14.83095","14.98827","14.68466","14.94191","14.83981","15.00982","14.64745","14.90612","14.64576","14.80717","14.78444","14.75835","14.75413","14.83202","14.88774","14.83205","14.87901","14.81642","14.90967","14.80291","14.94663","14.89273","14.68015","14.70573","14.99349","14.88929","15.06153","14.79960","14.90106","14.86630","14.80705","15.00492","14.86017","14.70535","14.59976","14.43511","14.74654","14.98758","14.62980","14.64495","14.83480","14.87142","14.79525","14.84440","14.65009","14.90309","14.83544","14.78224","14.92683","15.16772","14.70434","14.69250","14.79283","14.88872","14.85824","14.81495","14.83171","15.04227","14.70555","14.93223","14.95992","14.87557","14.88621","14.82618","14.77061","14.76931","14.87495","14.78822","14.78628","14.90606","14.63082","14.65854","14.76040","14.67469","15.04134","14.86348","15.04389","14.78695","14.75861","14.67303","15.13241","14.85082","14.78732","14.57143","14.69704","14.56494","15.00829","14.84472","14.95796","14.94284","14.89595","14.63096","14.78026","14.80627","14.71461","14.70938","14.66305","14.79328","14.72605","15.15913","14.97493","14.69542","14.83918","14.97000","14.65485","14.86902","14.76736","14.83983","14.44422","14.63920","14.90861","14.92200","14.58429","14.68614","14.57700","14.80496","14.67472","14.86260","14.81592","14.76278","14.51685","14.83455","14.86954","14.84276","14.94233","14.85353","15.01542","14.96096","14.83007","14.73796","14.91132","14.92105","14.83687","14.62996","14.88459","14.81525","15.16571","14.95534","14.86184","14.71908","15.04054","15.05288","15.11856","14.98110","14.69289","14.89079","14.77733","14.89479","14.72823","14.94668","14.92595","14.70931","14.63809","14.63742","14.74024","14.74703","14.81643","14.64836","15.00039","14.87958","14.65506","14.83239","14.76544","14.97130","14.53335","14.69702","14.67123","14.96320","15.18850","14.87133","14.88092","14.74771","14.87969","14.97136","14.75926","14.68823","15.00737","14.92955","15.09238","14.82591","14.69191","14.76869","14.96578","15.06374","14.94059","14.79608"
"5444","13.29784","12.94280","12.89967","13.43859","12.68520","12.75902","12.81037","12.85612","13.52782","12.91463","12.86318","12.84029","12.96663","13.25065","12.61440","13.54863","13.17259","12.89430","13.21862","13.30528","13.17063","13.10232","13.49760","13.22306","12.91440","13.28884","12.90780","12.99281","12.90017","13.17912","12.81520","13.02066","13.08270","13.11432","13.22188","13.19207","13.24763","13.12421","13.14326","13.25698","13.52143","13.08228","13.29745","13.40584","14.19557","13.09850","12.86558","13.54614","12.98463","13.21180","12.83530","13.21569","12.95107","13.64101","13.26952","12.84389","13.10175","13.42827","13.51554","13.16575","13.37868","13.65995","12.93354","13.01237","12.97641","12.95676","13.46417","12.79114","13.05166","12.86094","13.14302","13.10370","13.31053","12.70792","13.16706","13.38324","13.53584","12.95623","12.84289","12.97802","13.46293","13.71175","12.86203","13.09857","12.80351","13.18542","12.78921","13.07608","13.14378","12.97448","13.40985","13.42348","13.12031","12.97225","12.75173","12.97666","13.23493","13.03478","13.32698","12.75696","13.07972","12.96388","13.06473","12.68317","12.92780","12.70154","13.18209","13.44845","13.21501","13.50861","13.51413","12.92415","12.89205","13.35830","13.13570","12.99356","13.17529","13.64761","13.03837","12.96855","13.15466","13.21382","13.36960","13.43665","13.44061","13.44512","13.32990","13.10237","12.89850","13.27231","13.21287","13.10687","13.31897","13.03562","12.96390","13.27405","12.95268","13.24967","12.97161","12.75956","12.69053","13.38238","13.06799","13.29724","12.80612","13.34625","13.59226","13.42917","13.27628","12.97387","13.07544","13.33474","12.99290","13.16911","13.30291","13.10927","12.91602","12.91598","13.07438","13.59629","13.09104","12.81682","13.58308","12.98743","13.21457","13.09462","13.10094","12.99443","12.76308","13.11731","12.85229","13.43596","12.95841","13.16151","12.89767","13.04501","13.10866","12.68021","12.85665","12.88848","13.33242","12.61608","12.18491","12.78658","13.01803","12.80942","13.47411","13.14198","12.76572","13.25595","13.12127","13.01486","13.40273","13.11483","12.73225","12.80850","13.15877","13.33316","13.20783","13.74122","13.07945","13.41654","12.70256","13.62581","13.33846","13.24557","13.40044","13.04319","13.25948","13.49207","13.34104","13.09391","13.40756","12.98248","12.87957","13.10937","13.01125","13.13200","13.28419","12.98254","13.05601","13.19529","12.74363","13.31290","13.16603","12.97684","12.86918","13.37972","12.86931","12.84823","13.18157","13.01221","13.40682","12.88207","12.93288","13.49985","13.88377","13.57922","12.60470","12.74200","13.24854","13.68094","13.12253","13.06430","12.89133","12.74957"
"5858","13.52254","13.42780","13.69773","13.72852","13.93097","13.59102","14.38699","14.06035","13.63521","13.30028","13.32363","13.31307","13.64742","13.15741","13.44702","13.49056","13.80024","13.47365","13.32149","13.35606","13.63858","13.61272","13.54885","14.09713","13.93262","13.51474","13.25627","13.19579","13.70490","13.47601","13.41603","13.67451","13.47452","13.97902","13.30987","13.24453","13.78792","13.46203","13.79327","13.91678","13.17583","13.25575","13.38684","13.74112","13.53838","13.44691","13.45700","14.21938","13.39852","13.23281","13.54049","12.93339","13.93051","13.68996","13.73949","13.78666","13.93441","13.72881","14.00747","13.85778","13.02868","13.57155","13.40520","14.12546","13.34382","13.40118","12.77855","13.48602","13.32814","13.23993","13.60535","13.43170","13.53068","13.19349","13.54619","13.00025","13.57453","13.46507","13.76914","13.69535","13.25047","13.46993","13.94142","13.29463","13.46541","13.59090","13.56008","13.94388","13.22853","13.55290","13.39524","12.77889","13.31409","13.61848","13.82999","13.46608","13.39246","13.47429","13.22108","13.71713","13.68723","13.33219","13.16534","13.73517","13.40817","13.08290","13.19363","13.49231","13.38527","13.60124","13.27002","13.49164","13.28400","13.29113","13.49508","13.51141","13.08671","13.69173","13.66502","13.74967","13.29985","14.22127","13.76604","13.33879","13.39587","14.09675","14.11804","14.15430","13.24004","13.58327","13.71919","13.38098","13.41160","12.94252","13.66204","13.57949","13.72762","13.32792","13.90930","13.65637","13.33768","13.08628","13.77925","13.10915","13.70008","13.82757","13.42624","13.23120","13.47835","13.16654","13.71217","13.16689","13.15142","13.86766","13.18369","13.78091","13.66768","14.08620","13.09642","13.85393","13.72347","13.95768","13.54879","13.44538","13.63102","13.54298","13.36755","13.34451","14.09643","13.41621","13.34152","13.90683","13.55841","13.05393","13.46908","13.20526","13.27345","13.44098","13.58667","13.59735","13.30506","13.71665","13.47592","14.17102","13.78692","13.65612","13.49329","13.41579","13.13475","13.90902","13.61739","13.64786","13.16479","13.49493","13.36160","13.41850","13.46657","13.63948","13.45511","13.01299","13.62413","13.37038","13.62858","13.33820","13.43571","13.61503","13.40256","13.22706","13.15845","13.77292","13.88573","13.75469","13.91022","13.98175","13.62102","13.67321","13.45343","13.26448","13.47113","13.41281","13.56568","13.42138","13.58831","13.30877","14.13718","13.66493","13.45425","13.50402","13.93375","13.15327","13.55595","13.59013","13.87339","13.27615","13.86734","13.41173","13.28965","13.31772","13.63798","13.49261","14.04204","13.23735","13.29020","13.57349","13.54590","13.23914"
"5950","14.41905","14.23523","13.62353","14.26479","13.55390","14.12180","14.23499","13.87344","14.19947","14.18638","13.92315","14.09801","14.36877","14.49288","13.91907","13.82353","14.27161","14.05578","14.17474","14.21975","14.20470","14.27365","14.23112","13.52760","13.71668","14.27667","13.94572","13.56072","13.85443","14.31606","14.08454","14.08193","13.69201","14.06558","14.26205","14.25937","13.87420","14.02147","14.15189","14.28739","14.29904","14.18271","14.13790","14.15192","13.84948","14.26079","14.32080","14.13764","13.96094","14.44925","14.15307","13.87142","14.07994","14.19728","13.40754","13.87750","14.07897","13.89530","13.89576","13.91219","14.11957","13.84567","14.06200","14.23013","14.09089","13.96448","14.09231","14.06582","14.21289","14.41700","13.98834","14.00921","13.94214","13.89503","14.56683","14.46425","14.24682","14.25947","14.15106","13.90703","14.67579","14.22614","13.81008","14.28897","13.92888","14.31637","13.52746","13.74093","14.08521","14.12086","14.08265","14.17382","14.15813","14.14091","14.08662","14.04374","14.16028","14.00963","14.02846","14.03849","14.03473","13.76705","14.19605","13.95055","13.81245","14.24201","13.97382","14.07523","14.62319","14.14131","14.22797","13.98997","13.95951","14.06433","14.21277","14.11917","13.94199","13.57395","13.84811","14.32805","13.78536","14.14512","14.31781","14.18853","14.26945","13.83928","13.96064","14.03379","13.82645","14.25134","13.85067","13.81338","14.28825","14.23697","14.18905","14.32290","14.24862","14.12725","14.40622","13.99383","14.32373","14.05877","14.27569","14.42594","14.32523","14.27411","14.40600","14.06028","14.01562","14.32867","14.33883","13.99017","13.67034","14.13387","14.03101","14.23171","14.04059","13.87419","14.28872","13.93188","14.33871","13.79817","14.04856","14.04375","13.79331","14.28231","14.37591","14.32311","13.88117","13.92411","14.05755","14.06065","14.02233","13.94488","13.62252","13.96648","14.36527","13.84987","13.68575","13.53034","14.30457","14.15424","14.02537","14.14307","14.34940","13.74480","14.29189","14.36239","14.39273","13.56728","14.40057","14.34841","14.14202","13.94148","13.78163","14.06532","14.27538","14.07768","14.26688","14.49906","14.22454","14.14700","13.95827","14.53476","14.72730","13.92425","14.36790","14.20161","14.13628","14.32528","14.47768","14.21820","13.72941","13.81874","14.27264","14.36646","14.38651","14.08039","14.29515","14.21112","14.02842","14.54359","14.04681","14.34092","14.24345","13.89044","14.04280","13.88743","13.99128","13.89727","14.00294","14.07028","13.71782","14.10160","14.15767","14.69463","14.19111","14.41806","14.21931","14.15745","14.24372","14.22382","14.33353","14.26641","14.10072","13.93374"
"6289","12.61701","12.75162","12.78819","12.63440","12.82015","12.62375","12.78568","12.69400","12.74478","12.75952","12.70834","13.00267","12.76119","12.92626","12.87556","15.66176","12.65516","12.63265","12.74999","13.12350","12.67265","12.80570","12.78874","13.15819","12.84941","12.87175","13.00540","13.47848","12.86899","12.69674","12.93816","12.85591","13.37251","12.57702","12.60697","12.73179","12.65006","12.67601","12.85584","12.63755","12.78774","12.73767","12.71444","12.76464","12.86264","12.50548","13.00475","12.71261","13.01319","12.80880","12.92742","12.96315","12.86573","12.53148","13.12552","13.48673","12.69688","13.26745","12.88373","12.79701","12.90923","12.82697","12.87250","12.85684","12.94921","15.72574","12.79999","12.63511","12.66418","12.47000","12.77422","12.83216","12.56100","12.77955","12.73386","12.67565","12.85454","12.85046","12.66021","12.78992","12.69778","12.63926","12.85773","13.07673","13.21809","12.76688","13.66296","13.58603","12.84850","13.29293","12.90660","12.72969","12.86802","12.67836","12.93981","12.97477","12.69516","12.94384","12.83744","12.76198","13.01223","12.93509","12.92635","12.88346","12.89397","12.92030","12.94407","12.85159","12.52458","12.85531","12.75598","12.85586","12.66347","12.74042","12.53352","12.77084","13.93928","13.18394","12.68361","12.78998","15.01470","12.75590","12.84969","12.80425","13.02717","12.70055","12.92243","13.05320","13.64219","13.29003","12.83761","13.08274","12.51983","12.81084","12.73641","12.69091","12.57061","13.54125","12.72649","12.64734","12.79148","12.77444","13.01757","12.69205","12.88108","12.87538","12.95674","13.01937","12.62632","12.53400","12.69947","12.76219","12.91221","12.84945","12.83518","12.89935","12.85462","12.90690","12.84992","12.67921","12.89639","12.90558","13.08413","12.75481","13.22721","12.70002","12.88746","12.74982","12.91562","12.72588","13.05940","12.99051","13.01193","13.12727","12.93055","13.02124","12.71986","12.90595","12.87706","13.63535","12.67018","13.05591","12.91981","12.63179","12.83575","13.01555","12.75491","12.70699","12.78688","14.86157","12.94569","12.80542","12.75462","12.80628","14.50567","12.98564","12.71682","12.84919","12.72802","13.06865","12.87522","12.96967","13.04356","12.74117","12.91352","12.83275","12.63345","12.63625","12.89422","12.60194","13.04258","13.02487","12.91627","13.19405","12.93107","13.69498","12.79810","12.80146","12.86531","12.74030","12.72581","12.95327","12.45455","12.54698","13.48422","15.37855","12.81266","12.82249","12.75569","12.63535","12.82848","12.92608","12.73971","12.80878","13.22051","12.71371","12.78497","12.63488","12.71963","12.84053","12.71773","12.76675","13.01549","12.82679","12.83281","12.90043"
"6291","12.90632","12.92471","12.60370","13.19801","13.02269","13.24884","12.91539","13.11501","13.57347","12.84232","13.00136","12.86951","13.51838","13.41792","12.92387","13.51415","13.24893","13.48205","13.74761","13.37164","13.03057","13.48136","12.97933","13.19991","13.30907","13.83078","13.13554","13.49285","13.61484","13.53798","12.98952","13.15291","13.23605","13.44181","13.10622","13.37616","12.98772","13.54321","13.46749","13.85510","13.40466","13.10791","13.72149","12.82494","13.37455","13.27327","13.11051","13.35213","13.32736","12.99210","13.24107","13.24220","12.95898","12.77947","13.44970","13.43287","13.25226","13.50198","13.36293","13.16054","13.83823","13.07651","13.25935","12.56175","13.62008","13.04346","13.63401","13.51935","13.31657","13.58576","13.60832","13.33453","12.98498","13.32324","13.83550","13.60210","13.75335","13.59250","12.90161","13.21276","13.28501","13.23635","13.26319","12.99119","13.03311","13.41198","13.55522","13.80563","13.45334","13.21399","13.36889","13.50953","13.28260","13.03964","13.17729","13.46997","13.31780","13.58330","13.50910","13.45068","13.12168","13.34017","13.35582","13.28932","13.36316","12.85004","13.30658","13.01887","13.24326","13.20248","13.39403","12.82153","13.15336","13.30426","13.59192","13.17683","13.28999","13.71298","12.83386","13.30896","13.15900","13.64091","13.41649","12.04685","13.32407","13.06830","12.93802","12.88298","13.48306","13.62814","13.41163","14.12068","13.25420","13.72177","13.69992","13.70920","13.19400","13.50258","13.34410","12.64483","13.11135","13.86234","13.01906","14.03985","12.92333","13.20532","13.36370","13.81174","13.24835","13.00982","13.36808","13.44055","13.13034","13.76788","13.35213","12.75464","13.89911","13.80554","13.52134","13.18185","13.81822","13.34226","13.31326","13.14628","13.67404","13.23130","13.70521","13.61650","12.84077","13.17220","13.37733","13.32155","12.77003","13.13316","13.16640","13.06304","13.51665","13.52018","13.21566","13.31937","13.60515","13.27014","13.31985","13.20807","13.15237","13.06551","14.09819","13.39355","13.55227","13.43850","13.60928","13.25859","12.83910","13.02676","12.97977","13.30924","13.33697","13.90246","13.73392","13.27432","13.27536","13.34467","13.08573","13.29003","13.20842","13.42367","13.45938","13.18179","13.89345","13.20900","13.29434","13.89212","13.11392","12.98726","13.23869","13.26774","13.08175","13.38152","13.64334","13.07810","13.08854","13.18716","12.72170","13.15456","13.08339","13.27885","13.15968","13.57936","13.16384","13.30287","13.14081","12.92492","13.15837","13.37106","13.12448","13.36019","13.34849","13.03326","13.02814","13.19529","13.10845","13.67335","13.50197","13.89734","12.76781","12.88060"
"6906","14.07074","13.97051","14.11843","14.22077","14.15197","14.15722","14.18745","14.03148","14.15010","13.87861","14.12101","14.05942","14.23317","14.00490","14.10656","13.73939","14.12734","14.15511","13.96008","14.32310","14.06569","13.85343","14.14000","14.06948","14.31486","14.23645","14.17800","14.23637","14.30457","14.28442","14.13277","14.16952","13.91231","14.14480","14.06636","14.34623","14.31242","14.32501","14.57454","14.47117","14.24864","14.11246","14.09781","14.09868","14.31358","14.09136","14.15110","14.01347","13.95663","14.21661","14.24271","13.81440","14.28512","13.89254","13.81864","14.19849","14.33091","14.45036","14.48026","13.90488","14.42145","14.28836","14.07474","14.16455","14.33864","14.07503","14.20932","14.42447","14.28873","14.23487","13.97203","14.17281","14.09401","14.05898","14.36027","14.44054","14.23860","14.17259","14.34540","14.32266","14.14121","13.83783","14.45243","13.78663","14.09776","13.97971","14.31018","14.04346","14.10746","14.06011","14.23127","14.32248","13.95723","14.42458","13.89752","14.07004","14.32300","14.52790","14.11688","14.15614","13.93204","14.05560","14.03731","14.27723","14.25046","13.90350","14.11123","14.36613","14.22273","14.33197","14.68772","14.00057","14.12026","14.11983","14.36691","14.21129","13.99189","14.40213","14.27640","14.12836","13.99618","14.35661","14.15475","13.94341","13.91287","14.07691","13.89498","13.75692","14.03954","14.08392","13.90341","14.20408","14.44662","14.46956","14.27545","14.21610","14.05703","13.86606","14.02721","13.89266","14.26834","14.05685","14.11554","14.15590","14.10491","14.28660","14.13363","14.21771","14.09145","13.73885","14.22191","13.87707","14.06948","14.16489","14.19937","14.07387","13.82955","14.40144","14.33537","14.10691","14.25039","14.19691","14.50407","14.06233","13.99871","13.97426","14.64060","14.21871","14.07626","14.09799","13.88134","14.06001","14.16588","14.00030","14.36525","14.28064","14.47433","14.29815","14.16345","13.82686","14.32386","14.05197","14.16858","14.19296","14.09120","14.17235","14.48475","14.38335","14.18577","13.93970","14.46280","14.25152","14.19626","14.03533","14.13743","13.98700","14.06441","14.16202","14.43759","14.56736","14.14385","13.96329","14.26053","14.05930","13.93744","13.88765","14.19997","14.04518","14.18668","14.42274","14.24504","14.40176","13.89226","14.10077","14.15137","13.87231","13.98063","14.13635","14.28368","14.18336","14.50444","13.88434","14.12598","14.25888","13.50465","13.90467","14.34600","13.95905","14.25182","14.54007","14.08134","14.10223","14.61685","14.26156","13.95857","14.50602","13.98928","13.97337","13.79632","14.36864","13.84296","14.33393","13.84509","14.24142","13.93570","14.14835"
